category,owner,risk,next_action,count,severity,source,first_path,first_line,last_path,last_line,signature
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209507,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209507,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_G-Culture-Modernals]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt:
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209508,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209508,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_G-Culture-Paragans]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt:
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209509,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209509,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_G-Culture-Photovalic]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209510,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209510,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_G-Culture-Solarite]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt:
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209513,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209513,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_GF_nyto_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209515,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209515,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_GnolamB]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209531,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209531,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_KlackonA]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209532,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209532,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_KlackonB]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209551,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209551,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_Nest]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209555,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209555,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_Organic]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209556,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209556,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_OrionPirate]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near li
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209562,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209562,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_Pirate]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209571,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209571,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_PsilonA]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209572,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209572,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_PsilonB]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209584,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209584,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_SETH_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209577,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209577,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_SakkraA]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209578,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209578,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_SakkraB]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209582,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209582,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_Selach]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209585,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209585,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_SilicoidA]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209586,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209586,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_SilicoidB]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209590,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209590,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_Sophon]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209619,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209619,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_Tulok]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209441,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209441,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_advanced_spiritualist]. common/megastructures/zzzz_staid_03_megastructures_megastructures.tx
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209442,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209442,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_ag_ancient_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209443,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209443,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_aix_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209445,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209445,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_altlithoid_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209446,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209446,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_amoeboid_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near li
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209447,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209447,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_amphiboid_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209449,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209449,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_ancient]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209448,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209448,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_ancient_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209451,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209451,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_aoshtai_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209452,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209452,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_aquan_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209453,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209453,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_architect_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209454,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209454,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_artisan_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209455,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209455,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_asari_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209456,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209456,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_asura_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209457,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209457,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_atlantistw]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209458,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209458,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_authoritarian]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209459,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209459,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_automaton_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209460,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209460,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_ba_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209461,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209461,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_bloodelf]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209462,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209462,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_bnod_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209463,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209463,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_borg]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209479,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209479,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_c_plantoid_03]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209480,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209480,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_c_plantoid_04]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209466,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209466,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_caitian]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209467,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209467,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cephalapoid_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209468,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209468,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cis_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209470,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209470,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_corporation_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209471,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209471,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cov_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209472,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209472,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_crustaceoid_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209473,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209473,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_css_fedbuild_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: nea
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209474,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209474,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cucd_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209475,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209475,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cuelan_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209476,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209476,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cyberpunk_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209477,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209477,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_cyborg_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209482,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209482,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_dirty_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209483,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209483,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_drow_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
